title,NounePhrase,IsBig,tf,idf,ridf,wig,weight
1,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
1,government assistance,0,111,11.14109625007847,0.26008470784163507,-5666.5134993486645,0
1,Airbus Industrie,1,165,10.543332467134222,0.22982098491565317,-3595.5821310607066,1
1,trade dispute,0,99,11.1881448228829,0.14367553815805323,-6460.560481173191,0
1,Airbus,1,1044,8.655944983035296,0.9936799778107854,-408.65886792183863,0
1,U.S.,1,124379,1.9271018689689163,0.7594145322778783,0.0,0
2,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
2,sanctions,0,3616,6.70250451086147,0.822760111990922,-86.42914593370226,0
2,South Africa,1,12090,5.927062896346259,1.7596179604351434,-16.815948364715084,1
3,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
3,leveraged buyout,0,1069,8.252320449029556,0.6240779668576133,-395.2342979762893,1
3,200 million dollars,0,1,17.10302820924495,0.41503749926881994,-1060806.4375062955,0
4,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
4,contract or preliminary agreement,0,0,18.687990709966105,1.0000034160854092,0,1
4,tentative reservation,0,0,18.687990709966105,1.0000034160854092,0,0
4,commercial satellite,0,24,13.133401858288469,0.08918876857645586,-32062.324157531522,0
5,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
5,insider-trading case,0,9,14.600527868715767,0.23443792494099291,-95482.2060153419,1
6,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
6,prediction,0,1234,7.644279846618949,0.22237446552796225,-331.41024962378765,0
6,prime lending rate,0,237,9.903355864408583,0.10937679401970968,-2361.3739256866706,1
6,actual prime rate move,0,0,18.687990709966105,1.0000034160854092,0,0
7,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
7,7,1,912,9.158560155819954,1.3019295506437354,-481.2162537802924,1
7,Bell System breakup,0,9,14.44006319652252,0.07397325274774502,-95482.02542757022,0
8,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
8,rail strike or report,0,0,18.687990709966105,1.0000034160854092,0,0
8,ongoing rail strike,0,0,18.687990709966105,1.0000034160854092,0,1
9,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
9,type,0,7518,5.0314541181275025,0.19418587219122596,-32.4982016986273,0
9,weather event,0,2,17.10302820924495,0.999996583897726,-498627.8316523436,1
9,which,0,156482,1.1997975177870452,0.2657602582038937,0.0,0
9,least one fatality,0,0,18.687990709966105,1.0000034160854092,0,0
9,location,0,4103,5.883657983778489,0.18449214533089897,-72.8576844744993,0
10,Document,1,13415,4.784014745755097,0.762110059503736,-14.388679275775214,0
10,one,0,373925,0.6718081232557703,0.4026522336554369,0.0,0
10,sides,0,10468,4.607756106276137,0.23799283174132313,-20.247088173914086,0
10,controversy,0,2910,6.397107887536527,0.206490284913027,-113.17726916235164,0
10,use,0,342610,0.7752007588683982,0.45794943208253486,0.0,0
